Date,Sales,TV_Spend,Radio_Spend,Digital_Spend,OOH_Spend,Competitor_Price,Promo_Flag,Region
2024-07-07,1271.5142182188906,5850.221742113493,4375.076265812672,2801.1771055404406,1377.7523555726748,105.81035949178222,0,East
2024-07-14,1341.1532727506128,4651.347865592141,3790.9671070122636,3960.425326779098,1753.4644099096236,93.43205242202983,0,West
2024-07-21,1351.9346511670803,,3970.807402087677,3112.2878958784377,1220.7201301555801,99.05962283609173,1,North
2024-07-28,1390.9500678283223,4678.364948782617,3373.862524429507,1426.344237130278,2171.4698693490263,98.78233393194974,0,North
2024-08-04,1275.4735397400864,7076.747983560841,4557.194504195333,2106.250830634398,735.3437797392971,92.99372753122461,1,North
2024-08-11,1246.9507882071816,,4064.0002164914567,2851.3233982458023,2024.4669991210499,103.10147501045672,0,West
2024-08-18,1250.209998186553,5430.041647191069,3891.811260540394,3247.999186532444,1410.2724116487582,109.92336652926409,0,South
2024-08-25,1311.1733327063725,6030.283454031842,4465.728013124912,2954.729208880083,1843.8339489374225,98.19496962758085,1,South
2024-09-01,1274.3463503523424,5238.7891590265135,4098.939399770667,3975.1766318349305,1531.9205936234932,100.78510544136884,0,West
2024-09-08,1226.5087412745654,4740.957854179297,3708.6001898006743,1439.1185087691001,1955.8222144101878,98.66259237907663,0,South
2024-09-15,1276.4750081704574,4803.650150915022,4317.930350890237,3114.870349204128,1345.0552141788755,94.65207665046412,0,South
2024-09-22,1256.3121026477913,4928.398740585936,4055.0626737322573,1545.6166196902761,1060.5518299288751,89.09619861098992,0,West
2024-09-29,1303.4322495266445,4962.777763490159,4067.8089659773436,3607.7698363873346,2068.2017149084254,94.65113258452318,0,North
2024-10-06,,5727.62954363698,4623.239869395209,2924.4330284463977,1454.6077416471435,91.20020809524134,1,West
2024-10-13,1254.4285291849012,,3689.517596150149,3335.6879776192945,1588.6233894496843,106.66051039029558,0,North
2024-10-20,1263.3913438063091,5732.640077215579,4751.317582555428,2308.893631528187,1993.900765617918,97.54445153038381,0,North
2024-10-27,1224.733047462752,4919.283419891418,3928.8407659742124,4023.571945326201,1087.217903162226,96.37040335476414,0,South
2024-11-03,1330.2092406744976,5078.63519031609,4248.325299362018,3833.379731247081,1738.196359055703,102.52576912393903,0,South
2024-11-10,1348.3506139747742,3001.7993154678925,2479.522419368689,3466.83544240951,1264.0420974148437,92.45124448572057,0,North
2024-11-17,1357.631141183964,5916.327674702481,4083.6689750166693,2896.3862025092476,1447.1322577422513,94.20567980997724,0,North
2024-11-24,1369.6576939850115,5346.488475897992,4453.259982946303,3463.8858282361057,1528.9115861537155,98.3603613462431,0,South
2024-12-01,1336.2868284887256,5998.010109859652,4711.728923745046,2434.485945610121,899.9112554212256,103.14384495711741,0,East
2024-12-08,1413.0467564532248,2103.7446218063105,1991.6313067765332,3684.4445272165694,1188.465182871826,100.48842522584394,1,North
2024-12-15,1445.0011413161496,7088.374704780727,4992.125898486028,4319.5847154591365,2040.4291569652557,99.2016257125794,0,North
2024-12-22,1450.7788004878541,4860.410371844826,4253.876658431326,3856.488447983349,1854.4764754339183,98.33058867618008,0,North
2024-12-29,1511.9357144166997,6108.182816737517,4308.086122182312,2416.318024154072,1474.944169069106,99.92117927763388,0,South
2025-01-05,1569.3098788917916,3960.094072874469,3868.85832970147,3289.1338538184823,1597.2493834051572,98.90826452564627,0,West
2025-01-12,1672.172427918038,5612.77390506257,4097.4781226431805,1965.4867649930818,1382.3029977454169,92.73013862611532,0,North
2025-01-19,1614.649868050099,3946.584436826344,3559.4682397783213,3457.9122489405404,2042.633354331193,98.09039610816576,1,North
2025-01-26,1645.8221539448916,4376.231039304195,3527.153080857822,3360.482730290031,1419.8589688823345,92.47155670541125,0,North
2025-02-02,1654.8906535579224,6914.031353866786,5329.375041644774,1504.1469283742688,1592.7368368539392,98.22541271450412,1,West
2025-02-09,1586.685970883207,4809.317599236653,,2070.572924870109,1958.4120576568262,95.3967602925588,0,West
2025-02-16,1703.3764558617593,5217.432873179723,4081.6218520861457,2773.4888826049864,1189.0514060616374,110.4769081139143,1,North
2025-02-23,1727.6082836757826,5870.067730688754,4534.316391031968,2759.312202287339,2123.5156737987577,97.56052808124144,0,North
2025-03-02,1865.2533107549064,5495.681887972604,3996.752896049121,2032.4184516649557,887.8154361026493,90.71880216869205,1,East
2025-03-09,1747.3852002980268,5150.418905143576,4312.4986467121835,3311.182983481747,2151.8568524451193,97.04909894661537,0,West
2025-03-16,1784.265730601891,5364.961002466225,4065.0125315382593,3201.1788871524095,1350.9297664192102,100.29679372818944,0,East
2025-03-23,1776.8061863343485,7403.4155852382755,5373.469376540959,2844.5846944171844,1402.9205008698873,106.04681973076262,1,North
2025-03-30,1726.5660981190233,4942.381202966415,3667.123909397295,2395.36679987331,743.9959315268228,94.7127380003064,0,North
2025-04-06,1845.6829155453618,5201.099046714968,3351.9593303903875,3838.965701133251,1318.0821130489228,89.7278601298818,0,North
2025-04-13,1826.7850151195491,6050.654396007612,4573.0843088245165,4324.325690470636,1084.0773875892464,101.70418505715492,0,North
2025-04-20,1826.5548458892356,6105.525932957984,5387.100186258665,2613.1508129227705,1256.941461850611,90.69700647050173,1,South
2025-04-27,1736.621832390905,,4947.599469705635,2510.2664662761435,1445.0756136844482,95.39922279246257,0,South
2025-05-04,1844.7364887255362,5638.730222029185,,3392.966132329597,1883.1166457891622,96.27189757244503,0,South
2025-05-11,1694.6095964946062,3856.9950872695163,3235.3298035992293,2713.576496202411,1583.0413405602503,97.19183273349947,0,East
2025-05-18,1781.9673863381727,6633.431532301096,,2888.482239469413,1623.0706613604455,100.96582228537167,0,West
2025-05-25,1848.1357306367302,3853.654606981312,3476.3284987413504,3591.7225213797374,1061.792244461775,94.08182858856806,1,North
2025-06-01,,5302.635465239033,3827.3374345507664,1472.5151299941658,1147.698364158908,96.1113537391662,0,West
2025-06-08,1677.6060909283688,4245.724149980642,3881.7309983890473,4054.6418598821356,2219.4900073405247,97.38864823525306,0,South
2025-06-15,1692.845701111894,4935.861653407008,4176.131386676578,3058.1444194634732,1205.9195860947013,98.18798978759393,1,North
2025-06-22,1643.933553345255,5328.7624103034805,4412.713163894468,2670.805484350256,2162.4833008229184,97.90913587353961,0,North
2025-06-29,1572.4668284466936,5321.357215450273,4324.357050913081,2928.612676622841,1402.7755204476534,99.5800288761129,0,East
2025-07-06,1634.3208126892366,5421.920754235285,4259.0374498493675,2969.943484016415,1500.9151744574017,101.59919754820868,0,West
2025-07-13,1559.0216814561832,6613.711269058647,5170.085132225234,1615.0389572440597,1928.146064091972,99.32317057825485,0,East
2025-07-20,1617.758644123252,5453.53430151398,4449.664821030801,4195.950581962588,2008.7569687754626,99.6079276175461,0,South
2025-07-27,1531.084153879556,4755.843364709352,3747.2938055433033,3033.0605058164947,1455.674975888365,89.4088841662676,0,West
2025-08-03,1638.883770904646,5964.087168288357,4406.371769103944,3354.4017043579,1344.7027785913845,97.5511384958284,0,South
2025-08-10,1508.2128037350292,6189.47048892464,4744.239181933381,3761.239816459234,1477.6318205911148,99.67753774000805,0,East
2025-08-17,1519.1947745554958,3772.3921848630075,3728.141356366361,2183.07003395176,1635.1830112928474,100.90470597285226,0,East
2025-08-24,1566.0790876897524,5597.4000698498585,,3378.777519228183,1856.5214747479022,93.77824612883103,0,North
2025-08-31,1456.3655790476603,5701.172742310899,3980.446065660807,2785.887127280965,1501.6919435976606,93.92480362555678,0,West
2025-09-07,1524.3697481931238,4702.436496640008,3870.8901503549596,3677.416620173195,1747.5545192092613,94.32949662358202,0,West
2025-09-14,1576.168774228911,6375.706813311619,4840.690398543777,1298.2180637188037,2155.3438929083763,99.86206949945672,0,North
2025-09-21,1431.0840634523279,4849.944412967473,3961.969147091606,2920.724559806985,1652.5238449059138,102.32940527462104,0,West
2025-09-28,1524.2316929266153,5125.576453471543,4148.531831455475,2517.7434753728307,1624.6611424019113,95.102699463542,0,South
2025-10-05,1534.4523648928102,4826.928175716131,3829.1962290392366,3345.8103605073243,892.4356699639728,101.65981156813525,0,South
2025-10-12,1569.902780103655,5015.579047581467,4456.3064601295055,3376.0353498945615,447.7079452683747,97.71739904582296,0,East
2025-10-19,1481.1492159190127,3903.7249131047984,2861.963754319924,2433.899284142379,1655.3502916920675,96.45857111418782,0,South
2025-10-26,1491.8859642151442,3559.9491174057057,2887.4203630093493,2430.260908659165,1462.070307487651,96.00307885091016,0,West
2025-11-02,1601.5003051021135,6594.505063224972,4925.726609890269,2911.4677051541366,1294.0869300341033,100.77305682301079,0,North
2025-11-09,1610.147084027439,4153.0386516816725,2998.8665476627534,2282.6862181478336,1597.4120816745378,98.64788908393534,1,East
2025-11-16,,4008.6076505436927,3352.4082689965944,3673.5869563617016,1475.8385083212368,108.37912713823819,1,North
2025-11-23,1658.7094611286177,2846.609886396285,3206.406981556176,2704.634239642043,1951.1121002535594,92.71887678501338,0,East
2025-11-30,1633.0541295123212,4361.038252310498,3622.8888978750874,674.4094245426868,1534.4443473035913,99.55050851014987,0,East
2025-12-07,1705.691707449543,3676.9102065925017,3275.356395671106,2700.142354702555,1201.2306859719329,94.29399495094243,0,North
2025-12-14,1736.7904908074224,6642.015160136369,4607.159666530047,2169.164943324822,1896.0664955837156,92.57356506505678,0,South
2025-12-21,1715.1750930476167,6009.817089342634,4420.981831193737,1694.9793476312436,1413.147570021519,96.84566431482514,0,South
2025-12-28,1873.2887255572375,4311.8496548222765,3474.550878796185,2010.058689421942,1710.6146734689228,97.56676239703518,0,South
2026-01-04,,7252.435805344308,5256.146954179714,3087.526777466376,1309.0357175228798,111.45086777530047,0,South
2026-01-11,1778.2979579973794,5981.765486991594,4973.552430696087,4062.912662598585,1240.0692458010253,95.91927092158399,0,North
2026-01-18,,4675.168616491377,3972.4084881123636,3250.547579091984,1533.6672920742785,91.16910635257658,0,West
2026-01-25,1844.2105508973875,2500.5942851264267,2166.919183994746,2514.797289427408,1505.131457417474,98.16505358747193,0,East
2026-02-01,1957.9671795333534,7290.942572590742,,3364.723356136562,1691.9308141467332,86.40679981226816,yes,North
2026-02-08,2000.5543105985294,3610.427533236404,3315.723044490878,2632.7277518248065,1392.541698676103,96.30021608697868,0,South
2026-02-15,1923.6680337166345,3354.601253043108,3354.805463382245,2444.319704669484,765.4560864918411,96.8201264114758,0,South
2026-02-22,2032.7655796409472,6022.57043200964,5087.704465176296,2076.5098654136127,1326.8904465646447,100.69300191472605,0,North
2026-03-01,2022.7302514774665,7439.752406339273,5159.323186255203,1598.5369545986248,1817.5273868575264,101.56811124713924,0,East
2026-03-08,2058.1062565368075,6384.272818510518,4587.306437743209,2688.061034752444,1381.0495683027575,94.16215190546141,0,North
2026-03-15,2124.028012617908,5563.90912005236,3961.072114357031,3126.4427919361056,1401.4466389941808,95.90692992685032,0,North
2026-03-22,2026.2723690194673,5594.754341665286,4286.646647267077,2922.701063988088,1894.5506023623748,92.80939584694664,0,West
2026-03-29,2007.3131917821256,5853.415558780308,,2667.226457642113,1215.210709096431,90.97968722596154,1,North
2026-04-05,2004.0660533383348,5758.928589786765,4751.557508848789,2243.403151442575,882.8787127028402,98.14947389690316,1,West
2026-04-12,2008.3978492369383,5281.191423969376,4145.929547288869,3486.5969533479747,1435.7475521898023,90.212072257017,0,East
2026-04-19,2043.148163066378,5104.201103951876,3966.566405394672,1946.294464042732,1306.3304195005053,94.48686549714068,0,North
2026-04-26,2059.1488038714742,4937.406872100478,4007.9715209349088,3620.8223310747803,1113.5014720986983,91.56413020050383,0,North
2026-05-03,2048.4313131452327,4246.035411133324,3297.078376190987,2198.2263848586203,1429.8486176405238,99.2684159314513,1,South
2026-05-10,2066.0613120860216,4719.324923133226,4458.456570388367,2398.051810117572,1696.6022588987134,105.50715049633244,0,North
2026-05-17,2013.274626242055,,,1826.5718475074584,1496.2845753728736,89.97206008598334,1,South
2026-05-24,2071.289653204097,24579.322703534584,3996.4183975918672,2598.8782824914906,1622.7924290744952,87.19490758551214,0,South
2026-05-31,1969.7117927468557,4011.408892849083,4013.9272014783414,3780.249966782383,2225.363079406169,95.81556557324966,0,South
2026-06-07,2101.929435737988,3896.410682784229,3339.8863630385363,3412.502470755165,1362.8484553769745,96.49848897978879,1,East
2026-06-14,1979.146500245762,,4050.9247801916385,3782.737689622428,1611.3394538578677,97.49329653378649,0,West
2026-06-21,1886.2494582302509,6392.002286344599,4727.967744963631,3417.714036747149,1296.3146549603462,94.14839742382827,0,South
2026-06-28,1856.4553750969446,5918.316606002313,4496.872459072665,2117.0641371757047,1161.4561120452108,95.35680350587285,0,North
2026-07-05,1915.0162847110953,,3469.5541802290527,2735.368620537954,1266.036938632892,98.17755205270302,0,North
2026-07-12,1860.9637278761963,4010.3718634296624,2742.6645446589455,2375.84069670603,1308.4965713913246,101.52215446322418,0,South
2026-07-19,1889.7790472960976,5940.771187988216,5024.492823181828,4064.459923231232,1643.7903190188501,86.52475614840858,0,South
2026-07-26,1860.717246819924,4017.5126064616907,,2042.5690828589509,2439.630314680303,94.43530280484269,0,North
2026-08-02,1817.7456050209248,4775.366850002975,3785.2244112314606,3714.9581515112886,1213.5826254896638,97.32904396970532,0,South
2026-08-09,1765.0357824484206,5550.052099024552,,3714.3630960870155,1333.349877753815,91.65011947694632,1,West
2026-08-16,1719.5554891314864,4031.6555451363647,3595.5593080130348,4463.69616137287,1474.7507947555007,104.8758481588365,0,West
2026-08-23,1763.0774792179177,5105.37550614596,3583.7879981224514,2672.250725896402,1658.3195394838988,93.02295059885631,0,East
2026-08-30,1820.7287345855318,3665.9745050817955,3338.2365028736604,3569.85772766413,1605.420324781914,95.9735365649636,0,South
2026-09-06,1783.7014386694273,4398.632356048786,4246.472300615327,4825.321469231074,2013.6383175792469,98.94011048421144,0,East
2026-09-13,1708.5246975791902,5319.781934142537,3782.9169591076784,2505.886658453043,529.4431717859167,93.18357605599053,0,East
2026-09-20,1780.1172714729485,,3101.1156101641172,1771.9678019741123,545.2280519217309,86.88713476097791,1,East
2026-09-27,1794.2658689864418,5440.474737960399,4065.690189437257,1495.991972873789,1301.6487311959404,93.95672736541732,0,South
2026-10-04,1737.2653533703324,,4115.983482501902,3570.169623089065,1938.9200750174834,101.2272027796352,0,East
2026-10-11,1798.4978918120657,5552.489954417148,4337.238305875014,1493.479833553133,873.7407873577615,94.37552436607432,0,West
2026-10-18,1805.907187385217,5223.914134064661,3941.902407725504,2702.1447576496616,296.94706412249707,91.80782849270511,0,East
2026-10-25,1760.760279977827,6364.140429973844,,3349.8505496311686,1728.4717624876835,100.6483610475136,1,West
2026-11-01,1853.2925948386828,5125.224502647908,4616.439134524768,3148.1404294639315,1597.4628894810858,94.34612551988474,0,West
2026-11-08,1883.3370766841915,4570.594458874747,3685.085537806659,3340.355891347338,1063.916637280228,93.42919593174892,0,South
2026-11-15,1931.5280305106046,5122.297503032284,,3177.8318846406833,1105.784159711628,96.70728044831654,0,East
2026-11-22,1954.077153255514,5543.298029036388,3937.9969300604835,4023.092650650715,1112.1025121461303,99.79375104809394,0,South
2026-11-29,1858.1718971933913,5048.860070325704,3742.38512915002,2238.1468954089623,1544.214126989576,107.82856765866273,0,West
2026-12-06,,5040.591691203882,4166.076898086442,2458.403889233175,1249.4738895267972,100.03618053828713,0,North
2026-12-13,2007.8886305029207,4298.008312193245,4024.039795876736,2381.8724437833407,1697.6255675902078,101.67919983194172,0,East
2026-12-20,2036.5819614945456,4337.099082449052,3708.9434541051287,3664.153449490088,358.1493348382435,93.33016900506072,0,South
2026-12-27,2065.752384315303,3597.3947282003064,3064.5194277632377,3720.3188707160507,1157.2592539488803,90.71065947015262,0,North
2027-01-03,2261.7439105838007,6749.576743186939,5049.53346753917,3360.9802554548064,1049.5784156355799,96.13165674809561,1,East
2027-01-10,2126.4076583921706,,,3946.7949335119424,1397.463728651003,96.33584957629797,1,East
2027-01-17,2182.699259417537,4307.094802204093,3765.6114792290655,2057.5673060988956,1284.7808966039447,90.38743629317702,0,South
2027-01-24,2200.644722583414,4281.592734430803,3833.655559355504,4333.77928924091,1819.1375119583067,94.88352735047994,0,North
2027-01-31,2211.1825119115206,5894.924376944441,4401.327526316741,4218.590897369806,756.265291335977,97.73658800859565,0,South
2027-02-07,2186.8610694161416,4705.050321707972,3682.017548696933,3588.4975977965973,1518.196590532301,97.5219669750904,0,East
2027-02-14,2262.650610658883,6247.742072673734,4828.408712499855,4425.439127016848,1723.3345692846822,98.22143926692137,0,East
2027-02-21,12468.962199042411,4326.509375756132,3464.8897046415004,1674.701433857781,2242.658974624782,97.13482365068722,0,West
2027-02-28,2250.250274793641,5278.994162223802,4147.556712946534,2580.4414909898787,1307.2936115626098,93.12495670364972,1,East
2027-03-07,2252.735071145628,4164.652946740242,4128.7083047941,2411.757231454438,1629.7834417410068,93.07049686675579,1,East
2027-03-14,2293.2820704545265,7145.1491277733885,5212.981766440234,3577.1834590058747,778.454882975054,89.62524301003063,0,North
2027-03-21,2414.2747031532863,3812.401580970487,3179.9389029759254,2159.8874083182836,543.2175182747905,104.52387519592547,0,North
2027-03-28,2211.6367403704126,5309.820710227027,3991.6298844456687,3605.9961194699886,1837.90975031268,95.64725182309647,0,West
2027-04-04,2342.8547843383367,5633.776880932099,4603.52372000924,4096.428915197371,1497.7758825407718,94.43573472102574,0,West
2027-04-11,2228.552569925728,5413.799097451498,4193.912206505468,3556.1623200671993,1971.4050759193692,90.89603959273771,0,West
2027-04-18,2283.4066552476115,4814.712341122292,3694.015493176947,3227.0008189292007,950.6388444121003,110.19828951163889,0,South
2027-04-25,2356.5387349790108,4870.179300266574,4318.498789841848,2209.7013272794006,1707.960855811501,90.13335983888553,1,South
2027-05-02,2297.8107741335043,5043.811471979109,4452.167784541556,2322.5192270997086,2247.5271362175413,93.33576037196964,0,West
2027-05-09,2230.814910737755,4852.997998371511,3731.6717293012953,3999.6951242373334,1667.8822433429063,97.5391841814303,0,South
2027-05-16,2236.8593461851606,5963.879116794909,4018.365484668761,3623.479203124266,1610.6326022364194,98.44106482872138,0,East
2027-05-23,2292.5928367929655,,5628.567907905886,2968.7843844979648,1503.4224323297399,100.20966027607842,0,West
